Name;Class;Role;Tier;Score;Trend;Win %;Role %;Pick %;Ban %;KDA
Corki;Marksman;MID;B;42.25;5.54;49.03%;90.05%;1.92%;0.46%;2.34
Darius;Fighter;TOP;God;92.94;7.34;51.37%;93.11%;8.20%;17.63%;1.9
Diana;Fighter;JUNGLE;S;66.69;-8.3;50.82%;83.33%;8.00%;8.76%;2.5
Diana;Fighter;MID;B;45.4;0.42;51.79%;15.06%;1.43%;8.76%;2.13
Dr. Mundo;Marksman;TOP;A;50.26;3.72;51.80%;85.13%;2.31%;1.36%;2.3
Draven;Fighter;ADC;B;40.93;-0.94;49.80%;94.66%;5.11%;9.61%;2.11
Ekko;Assassin;JUNGLE;A;54.85;0.2;51.81%;65.95%;4.51%;3.13%;2.83
Ekko;Assassin;MID;B;43.2;-2.81;49.05%;31.92%;2.20%;3.16%;2.29
Elise;Mage;JUNGLE;D;29.66;-4.24;46.42%;92.44%;1.32%;0.77%;2.51
Evelynn;Assassin;JUNGLE;C;36.93;-3.9;46.08%;98.54%;2.78%;5.01%;2.86
Ezreal;Marksman;ADC;God;90.21;0.99;48.79%;95.83%;19.40%;5.62%;2.48
Fiddlesticks;Mage;JUNGLE;B;45.29;-2.62;50.96%;89.64%;2.86%;1.93%;2.59
Fiora;Fighter;TOP;God;87.89;13.04;52.84%;97.07%;7.02%;17.62%;1.81
Fizz;Assassin;MID;A;51.02;-3.61;50.53%;94.32%;3.28%;5.18%;2.5
Galio;Tank;MID;A;48.58;1.47;50.72%;77.97%;2.40%;0.42%;2.65
Galio;Tank;SUPPORT;C;36.78;2.73;48.33%;19.50%;0.56%;0.42%;2.32
Gangplank;Fighter;TOP;God;88.86;-0.08;48.77%;81.00%;8.54%;14.40%;2.08
Gangplank;Fighter;MID;B;40.67;2.11;47.57%;19.21%;2.01%;14.30%;2.3
Garen;Fighter;TOP;S;69.9;-3.56;50.86%;85.89%;5.99%;3.10%;2.05
Gnar;Fighter;TOP;A;47.9;1.95;49.34%;96.40%;3.18%;0.64%;2
Gragas;Fighter;MID;B;41.37;2.41;50.87%;13.23%;0.34%;0.23%;2.51
Gragas;Fighter;TOP;C;34.12;-2.65;47.97%;50.77%;1.38%;0.25%;2.05
Gragas;Fighter;SUPPORT;D;31.02;1.38;45.65%;15.35%;0.38%;0.23%;2.18
Gragas;Fighter;JUNGLE;D;28.7;-0.12;46.95%;22.93%;0.56%;0.23%;2.67
Graves;Marksman;JUNGLE;God;78.1;-12.23;49.37%;78.19%;10.68%;12.97%;2.56
Graves;Marksman;TOP;C;38.4;-9.55;48.12%;15.57%;2.00%;12.97%;1.79
Gwen;Fighter;TOP;God;75.22;22.73;49.93%;77.81%;7.31%;4.80%;1.79
Gwen;Fighter;JUNGLE;C;38.25;4.44;50.15%;17.42%;1.58%;4.80%;2.46
Hecarim;Fighter;JUNGLE;B;44.23;-3.87;48.76%;96.57%;3.41%;2.48%;2.8
Heimerdinger;Mage;MID;B;41.31;-0.72;51.19%;43.37%;0.86%;0.98%;2
Heimerdinger;Mage;ADC;D;23.42;-9.47;49.84%;13.56%;0.22%;0.87%;2.15
Heimerdinger;Mage;TOP;D;23.3;-6.84;46.67%;32.61%;0.61%;0.98%;1.58
Illaoi;Fighter;TOP;B;43.78;-0.06;49.88%;94.26%;2.81%;4.41%;1.42
Irelia;Fighter;TOP;S;62.84;-7.56;49.08%;52.07%;5.07%;19.45%;1.53
Irelia;Fighter;MID;A;48.67;-4.25;48.12%;46.01%;4.29%;19.45%;1.69
Ivern;Support;JUNGLE;C;37.37;4.84;48.54%;80.82%;1.12%;0.40%;3.29
Ivern;Support;SUPPORT;D;33.36;10.81;46.18%;11.07%;0.15%;0.40%;2.67
Janna;Support;SUPPORT;S;62.27;3.9;53.81%;98.27%;5.47%;1.11%;3.38
Jarvan IV;Tank;JUNGLE;B;42.38;-0.4;48.48%;89.64%;2.67%;0.36%;3.14
Jax;Fighter;TOP;S;69.26;-2.76;49.52%;83.90%;6.30%;10.48%;1.63
Jax;Fighter;JUNGLE;C;37.39;1.45;51.42%;15.36%;1.16%;9.45%;2.12
Jayce;Fighter;TOP;B;43.72;0.28;49.12%;80.42%;2.81%;0.53%;1.8
Jayce;Fighter;MID;B;40.15;3.9;50.82%;17.42%;0.55%;0.52%;2.13
Jhin;Marksman;ADC;God;89.73;5.83;51.59%;97.46%;16.40%;4.18%;3.03
Jinx;Marksman;ADC;A;58.65;6.73;50.23%;98.74%;10.16%;1.99%;2.27
Kai'Sa;Marksman;ADC;God;89.01;18.42;49.49%;96.77%;19.08%;3.15%;2.48
Kalista;Marksman;ADC;C;36.17;-2.14;49.06%;90.52%;4.11%;1.93%;2.35
Karma;Mage;SUPPORT;A;55.95;-8.67;48.25%;82.30%;7.89%;3.65%;2.75
Karma;Mage;MID;B;41.05;-4.53;48.20%;11.01%;1.13%;3.65%;2.93
Karthus;Mage;JUNGLE;B;41.23;-4.29;48.35%;68.61%;3.01%;7.12%;2.53
Karthus;Mage;ADC;C;34.73;-3.34;53.50%;14.30%;0.61%;6.08%;2.29
Karthus;Mage;MID;D;31.89;-11.45;46.28%;12.61%;0.48%;5.18%;2.25
Kassadin;Assassin;MID;A;53.37;-0.21;50.22%;95.75%;3.98%;9.58%;2.45
Katarina;Assassin;MID;S;65.71;-12.73;47.79%;94.78%;8.46%;14.19%;2.27
Kayle;Fighter;TOP;God;87.8;18.57;52.03%;74.25%;8.03%;10.07%;1.87
Kayle;Fighter;MID;A;56.12;8.58;54.78%;23.91%;2.60%;10.07%;2.25
Kayn;Fighter;JUNGLE;God;75.28;-0.95;50.45%;96.67%;10.02%;11.61%;2.44
Kennen;Mage;MID;B;39.88;-4.14;50.25%;19.39%;0.37%;0.50%;2.42
Kennen;Mage;TOP;D;30.47;-9.71;45.99%;76.11%;1.62%;0.51%;1.95
Kha'Zix;Assassin;JUNGLE;A;59.35;-11.4;50.53%;98.05%;6.36%;6.42%;2.63
Kindred;Marksman;JUNGLE;A;55.16;7.48;51.88%;94.56%;5.20%;3.97%;2.3
Kled;Fighter;TOP;C;39.17;-10.23;49.12%;86.80%;1.60%;0.84%;2.2
Kog'Maw;Marksman;ADC;S;60.22;18.73;54.22%;93.67%;7.28%;5.15%;2.34
LeBlanc;Assassin;MID;B;44.34;-4.98;46.09%;93.39%;3.23%;6.35%;2.9
Lee Sin;Fighter;JUNGLE;S;63.59;-8.48;44.98%;93.58%;10.14%;7.55%;2.56
Leona;Tank;SUPPORT;A;53.34;-6.88;49.02%;98.26%;6.64%;8.12%;2.32
Lillia;Fighter;JUNGLE;S;67.78;15.75;53.83%;81.98%;6.51%;3.81%;2.98
Lillia;Fighter;TOP;B;46.48;5.14;53.05%;15.00%;1.22%;3.53%;2.29
Lissandra;Mage;MID;B;42.23;-6.23;47.79%;90.72%;2.52%;0.82%;2.4
Lucian;Marksman;ADC;God;77.18;-9.83;50.52%;87.47%;12.92%;16.49%;2.37
Lulu;Support;SUPPORT;God;73.01;1.4;49.81%;96.03%;11.19%;17.34%;3.11
Lux;Mage;MID;S;62.23;1.95;52.10%;35.36%;4.70%;9.03%;2.97
Lux;Mage;SUPPORT;S;60.96;-7.99;48.59%;60.44%;9.23%;9.03%;2.48
Malphite;Tank;TOP;S;60.4;2.93;51.99%;73.57%;3.58%;3.57%;2.5
Malphite;Tank;MID;B;39.41;-0.4;49.40%;12.13%;0.61%;3.60%;2.48
Malphite;Tank;SUPPORT;C;34.42;5.89;47.16%;13.87%;0.74%;3.64%;2.13
Malzahar;Mage;MID;A;50.73;0.57;50.72%;90.20%;3.53%;3.24%;2.24
Maokai;Tank;SUPPORT;B;41.41;1.09;50.29%;71.61%;1.24%;0.14%;2.2
Maokai;Tank;TOP;D;33.07;-1.45;49.99%;20.86%;0.38%;0.14%;2.12
Master Yi;Assassin;JUNGLE;S;65.41;3.19;50.22%;93.15%;7.09%;17.45%;2.05
Miss Fortune;Marksman;ADC;S;60.2;1.3;51.29%;91.85%;9.50%;2.87%;2.35
Mordekaiser;Fighter;TOP;God;84.67;1.23;51.54%;78.02%;7.58%;9.24%;1.96
Mordekaiser;Fighter;JUNGLE;A;49.92;11.8;55.70%;15.24%;1.56%;9.99%;2.49
Morgana;Mage;SUPPORT;S;61.19;-0.33;50.63%;85.50%;6.62%;22.25%;2.56
Nami;Support;SUPPORT;God;72.9;-13.83;51.40%;99.64%;11.40%;6.35%;3.3
Nasus;Fighter;TOP;S;59.64;8.86;51.97%;78.03%;4.04%;3.64%;1.95
Nautilus;Tank;SUPPORT;S;66.97;-10.75;49.47%;97.27%;10.58%;17.19%;2.32
Neeko;Mage;MID;A;47.74;-2.15;52.13%;59.13%;1.70%;0.55%;2.39
Neeko;Mage;SUPPORT;B;41.19;7.53;50.91%;24.60%;0.75%;0.61%;2.14
Neeko;Mage;TOP;D;33.79;8.15;50.98%;10.92%;0.25%;0.54%;2.02
Nidalee;Assassin;JUNGLE;B;39.7;-10.62;45.89%;89.63%;3.69%;2.95%;2.81
Nocturne;Assassin;JUNGLE;A;55.45;-6.02;52.31%;95.77%;4.52%;4.80%;2.66
Nunu;Tank;JUNGLE;B;42.03;-2.87;49.35%;89.53%;2.66%;0.90%;2.75
Olaf;Fighter;TOP;S;71.2;8.3;52.76%;63.64%;5.27%;12.11%;1.8
Olaf;Fighter;JUNGLE;C;37.25;-17.36;47.49%;34.02%;2.77%;12.11%;2.23
Orianna;Mage;MID;A;54.47;12.69;52.14%;92.54%;3.05%;0.19%;2.87
Ornn;Tank;TOP;S;64.97;5.27;50.54%;92.29%;5.15%;1.02%;2.32
Pantheon;Fighter;MID;B;44.01;-2.07;51.10%;24.96%;1.28%;1.26%;2.3
Pantheon;Fighter;SUPPORT;C;35.97;-1.05;46.61%;47.83%;2.24%;1.18%;1.9
Pantheon;Fighter;TOP;C;35.67;-3.73;49.83%;21.65%;0.96%;1.26%;2.03
Poppy;Tank;JUNGLE;C;36.32;0.11;48.10%;55.80%;2.18%;1.68%;2.49
Poppy;Tank;TOP;C;34.47;-6.51;48.25%;33.52%;1.24%;1.68%;2.12
Pyke;Support;SUPPORT;S;60.82;-10.53;48.86%;93.90%;8.56%;19.06%;2.29
Qiyana;Assassin;MID;B;39.94;-9.2;46.50%;64.23%;2.93%;4.10%;2.09
Qiyana;Assassin;JUNGLE;C;38.68;7.33;50.88%;30.80%;1.28%;3.69%;2.51
Quinn;Marksman;TOP;C;38.02;-6.36;50.01%;79.98%;1.41%;0.93%;1.92
Rakan;Support;SUPPORT;B;43.85;-6.2;46.81%;98.31%;4.05%;0.26%;2.77
Rammus;Tank;JUNGLE;B;42.08;-2.51;48.80%;94.83%;2.64%;4.32%;2.91
Rek'Sai;Fighter;JUNGLE;B;43.63;-1.52;50.35%;96.80%;2.84%;2.86%;2.5
Rell;Tank;SUPPORT;B;44.19;2.48;50.53%;98.51%;1.88%;0.34%;2.42
Renata Glasc;Support;SUPPORT;S;64.88;-0.42;52.67%;98.98%;7.72%;7.08%;2.93
Renekton;Fighter;MID;B;43.09;0.9;52.57%;14.26%;0.46%;1.97%;2.09
Renekton;Fighter;TOP;B;40.83;-12.58;46.85%;82.69%;3.07%;1.93%;1.85
Rengar;Assassin;JUNGLE;A;52.63;-7.37;50.14%;78.67%;4.74%;13.34%;2.42
Rengar;Assassin;TOP;B;46.18;4.82;53.39%;18.13%;1.19%;13.34%;2.02
Riven;Fighter;TOP;A;53.35;-15.05;47.23%;89.49%;4.91%;3.65%;1.81
Rumble;Fighter;MID;B;42.97;-4.65;50.95%;29.08%;0.66%;0.37%;2.59
Rumble;Fighter;TOP;C;35.53;0.77;48.21%;55.79%;1.37%;0.51%;2.18
Rumble;Fighter;JUNGLE;D;24.85;4.29;45.82%;10.82%;0.26%;0.40%;2.59
Ryze;Mage;MID;D;27.4;0.42;42.99%;81.67%;1.33%;0.12%;2.06
Ryze;Mage;TOP;D;21.34;6.87;46.16%;15.86%;0.26%;0.12%;1.78
Samira;Marksman;ADC;S;70.42;-3.18;48.89%;95.54%;11.64%;22.08%;2.21
Sejuani;Tank;JUNGLE;B;40.74;-7.02;48.48%;74.89%;2.29%;0.39%;3.11
Sejuani;Tank;TOP;D;33.04;2.5;49.06%;20.61%;0.56%;0.39%;2.26
Senna;Marksman;SUPPORT;God;94.37;4.98;52.62%;93.66%;17.09%;19.89%;2.78
Seraphine;Mage;SUPPORT;A;50.04;6.05;50.17%;65.08%;4.28%;0.96%;2.65
Seraphine;Mage;MID;A;48.47;7.3;52.05%;16.91%;1.10%;1.01%;2.99
Seraphine;Mage;ADC;B;41;-1.7;53.20%;17.60%;1.11%;0.96%;3.04
Sett;Fighter;TOP;God;74.12;4.04;51.79%;79.07%;6.44%;5.44%;1.76
Shaco;Assassin;JUNGLE;A;59.07;1.2;50.99%;82.30%;5.13%;15.60%;2.81
Shaco;Assassin;SUPPORT;C;37.96;1.48;47.96%;12.97%;0.93%;17.70%;2.44
Shen;Tank;TOP;S;64.17;-3.16;51.81%;85.07%;3.84%;0.87%;2.96
Shen;Tank;SUPPORT;C;35.12;-1.61;46.80%;10.52%;0.45%;0.88%;2.65
Shyvana;Fighter;JUNGLE;S;61.14;10.88;53.84%;86.24%;4.94%;2.73%;2.93
Shyvana;Fighter;TOP;C;35.44;0.52;50.33%;11.90%;0.67%;2.73%;2.08
Singed;Tank;TOP;A;51.6;7.14;52.95%;67.02%;2.24%;0.82%;2.2
Singed;Tank;MID;A;51.04;3;54.62%;21.96%;0.58%;0.82%;2.86
Sion;Tank;TOP;A;47.4;-5.56;47.46%;80.13%;4.26%;1.91%;1.54
Sivir;Marksman;ADC;C;35.09;-5.2;50.18%;95.42%;2.86%;0.65%;2.43
Skarner;Fighter;JUNGLE;C;38.32;1.58;50.41%;74.06%;1.02%;0.24%;2.83
Skarner;Fighter;TOP;D;29.53;-8.97;48.15%;23.25%;0.27%;0.21%;2.31
Sona;Support;SUPPORT;A;56.74;1.05;52.72%;97.54%;4.57%;0.63%;3.02
Soraka;Support;SUPPORT;A;57.18;-6.35;50.76%;94.02%;6.32%;4.94%;2.84
Swain;Mage;MID;A;57.09;5.87;53.24%;30.12%;3.36%;8.52%;2.55
Swain;Mage;TOP;A;49.63;2.79;51.35%;21.34%;2.40%;8.52%;2.11
Swain;Mage;SUPPORT;A;49.15;-1.98;49.58%;34.82%;4.29%;8.52%;2.47
Swain;Mage;ADC;B;45.98;-5.44;55.33%;13.60%;1.37%;8.82%;2.85
Sylas;Mage;MID;S;59.46;-3.98;49.72%;83.05%;6.76%;4.39%;2.11
Sylas;Mage;TOP;D;31.06;-2.34;48.57%;11.15%;0.91%;4.40%;1.79
Syndra;Mage;MID;B;44.34;1.56;49.66%;85.76%;2.29%;0.70%;2.26
Tahm Kench;Support;TOP;B;39.58;-7.69;46.99%;46.99%;2.34%;2.78%;2.26
Tahm Kench;Support;SUPPORT;C;37.89;5.09;48.18%;26.34%;1.20%;2.64%;2.27
Tahm Kench;Support;ADC;C;35.22;-16.18;51.62%;27.40%;1.12%;2.51%;2.76
Taliyah;Mage;MID;God;75.41;3.48;54.20%;53.42%;6.30%;22.86%;2.42
Taliyah;Mage;JUNGLE;S;62.46;7.64;52.50%;38.69%;4.54%;22.86%;2.67
Talon;Assassin;JUNGLE;A;49.69;-1.07;49.59%;58.47%;4.70%;4.81%;2.48
Talon;Assassin;MID;A;47.69;-2.59;50.20%;38.06%;2.93%;4.81%;2.2
Taric;Support;SUPPORT;C;33.92;-9.95;45.77%;86.88%;1.08%;0.12%;2.45
Teemo;Marksman;TOP;S;62.97;0.58;52.09%;77.70%;4.37%;7.15%;1.84
Thresh;Support;SUPPORT;A;54.36;-5.95;47.77%;97.87%;7.99%;2.22%;2.61
Tristana;Marksman;ADC;A;53.89;0.22;50.72%;84.02%;8.02%;4.18%;2.34
Tristana;Marksman;MID;B;44.1;2.78;51.78%;12.95%;1.06%;4.18%;2.18
Trundle;Fighter;JUNGLE;A;50.01;6.83;52.72%;73.24%;3.00%;2.29%;2.7
Trundle;Fighter;TOP;B;40.25;3.54;52.58%;23.15%;1.01%;2.39%;1.75
Tryndamere;Fighter;TOP;C;39.06;-10.91;47.92%;82.50%;2.48%;7.33%;1.65
Twisted Fate;Mage;MID;A;47.38;6.26;48.52%;91.63%;3.62%;0.23%;2.44
Twitch;Marksman;ADC;A;56.98;5.64;51.27%;80.37%;8.30%;5.80%;2.41
Udyr;Fighter;JUNGLE;C;35.57;-1.85;48.08%;93.18%;1.98%;0.57%;2.52
Urgot;Fighter;TOP;A;52.87;-0.06;52.51%;91.55%;2.81%;1.70%;1.99
Varus;Marksman;MID;C;38.72;0;50.32%;10.46%;0.33%;0.23%;2.18
Varus;Marksman;ADC;D;33.83;4.32;49.95%;87.79%;2.81%;0.23%;2.37
Vayne;Marksman;ADC;God;84.73;29.92;51.11%;83.09%;13.52%;24.45%;2.14
Vayne;Marksman;TOP;B;42.46;3.39;49.03%;14.46%;2.16%;24.45%;1.62
Veigar;Mage;MID;S;69.44;7.26;53.21%;75.32%;7.06%;6.86%;2.45
Veigar;Mage;ADC;D;33.14;-7.87;51.05%;15.92%;1.37%;6.86%;2.51
Vel'Koz;Mage;MID;A;47.44;6.18;51.36%;42.52%;1.51%;0.59%;2.77
Vel'Koz;Mage;SUPPORT;B;45.88;3.77;51.50%;51.98%;2.01%;0.59%;2.33
Vex;Mage;MID;A;54.26;-4.96;50.61%;91.27%;4.15%;7.33%;2.45
Vi;Fighter;JUNGLE;A;55.66;9.13;54.11%;91.82%;3.97%;1.25%;2.55
Viego;Assassin;JUNGLE;God;90.49;-1.3;50.78%;93.99%;13.51%;10.31%;2.5
Viktor;Mage;MID;S;61.65;7.34;50.46%;93.10%;6.67%;2.76%;2.41
Vladimir;Mage;MID;A;47.76;-7.29;46.52%;69.51%;4.66%;8.55%;2.29
Vladimir;Mage;TOP;C;35.77;-2.26;47.38%;28.46%;1.78%;8.55%;1.98
Volibear;Fighter;JUNGLE;S;60.7;-1.98;51.41%;63.51%;5.91%;6.43%;2.88
Volibear;Fighter;TOP;B;40.08;-10.73;46.40%;34.15%;3.22%;6.43%;1.6
Warwick;Fighter;JUNGLE;A;54.8;3.23;52.05%;78.18%;4.95%;4.59%;2.27
Warwick;Fighter;TOP;C;34.3;-4.28;49.54%;24.38%;1.03%;4.55%;1.83
Wukong;Fighter;JUNGLE;God;91.39;23.98;53.73%;74.70%;10.64%;16.61%;2.92
Wukong;Fighter;TOP;S;59.97;3.54;52.93%;20.69%;2.97%;16.61%;2.21
Xayah;Marksman;ADC;B;42.76;4.1;49.07%;98.10%;6.06%;1.18%;2.39
Xerath;Mage;MID;A;54.21;-1.4;50.97%;42.07%;2.82%;4.29%;3.37
Xerath;Mage;SUPPORT;A;52.54;-1.46;51.87%;53.24%;3.72%;4.29%;2.76
Xin Zhao;Fighter;JUNGLE;D;33.84;-3.37;47.66%;87.66%;2.18%;0.87%;2.21
Yasuo;Fighter;MID;God;88.69;0.9;50.10%;69.77%;12.03%;24.14%;1.77
Yasuo;Fighter;TOP;B;43.52;-1.47;48.31%;14.81%;2.53%;25.37%;1.49
Yasuo;Fighter;ADC;D;23.22;-19.78;46.25%;14.91%;2.52%;24.14%;1.88
Yone;Assassin;MID;S;70.88;4.77;49.45%;62.22%;9.24%;15.30%;1.9
Yone;Assassin;TOP;S;63.25;5.02;50.39%;33.84%;4.79%;15.30%;1.71
Yorick;Fighter;TOP;B;39.75;-7.3;48.82%;92.40%;2.53%;3.33%;1.49
Yuumi;Support;SUPPORT;God;76.83;-18.14;48.13%;98.53%;10.92%;25.91%;4.17
Zac;Tank;JUNGLE;A;54.87;0.4;50.70%;83.50%;4.14%;3.00%;3.5
Zed;Assassin;MID;S;71.39;-9.45;49.47%;71.34%;7.13%;31.39%;2.27
Zed;Assassin;JUNGLE;B;41.56;-0.73;48.63%;24.58%;2.13%;31.39%;2.63
Zeri;Marksman;ADC;D;26.06;-3.08;45.56%;91.54%;4.07%;2.28%;2.14
Ziggs;Mage;MID;A;46.62;6.12;52.47%;37.22%;0.95%;0.36%;2.54
Ziggs;Mage;ADC;D;27.77;-6.31;49.10%;53.14%;1.37%;0.36%;2.47
Zilean;Support;SUPPORT;A;54.52;5.03;52.32%;78.29%;3.35%;2.06%;3.32
Zilean;Support;MID;A;54.46;1.37;53.84%;19.48%;0.78%;1.74%;3.75
Zoe;Mage;MID;A;49.21;-5.92;47.69%;92.68%;4.46%;1.86%;2.52
Zyra;Mage;SUPPORT;B;45.3;-1.36;49.54%;89.24%;3.48%;1.95%;2.18
