Name;Class;Role;Tier;Score;Trend;Win %;Role %;Pick %;Ban %;KDA
Camille;Fighter;TOP;A;53.04;-0.55;49.24%;94.39%;4.50%;2.45%;1.95
Cassiopeia;Mage;MID;B;45.3;-2.94;50.72%;76.89%;2.16%;1.88%;2.12
Cassiopeia;Mage;TOP;C;36.93;2.58;50.31%;13.99%;0.39%;1.87%;1.82
Cho'Gath;Tank;TOP;B;43;-0.88;49.30%;65.14%;1.91%;0.71%;2.11
Cho'Gath;Tank;MID;D;34.3;-6.42;47.86%;21.04%;0.48%;0.71%;2.28
Corki;Marksman;MID;C;41.36;2.93;49.88%;91.49%;1.37%;0.25%;2.24
Darius;Fighter;TOP;God;92.91;-0.24;50.95%;92.95%;9.81%;27.33%;1.85
Diana;Fighter;JUNGLE;God;91.02;-3.11;52.12%;87.41%;10.76%;22.32%;2.57
Diana;Fighter;MID;B;45.13;-4.44;51.29%;11.77%;1.44%;22.37%;2.11
Dr. Mundo;Marksman;TOP;A;50.74;1.38;51.26%;84.16%;2.67%;1.57%;2.17
Draven;Fighter;ADC;God;72.08;5.19;51.75%;95.52%;9.72%;32.32%;2.19
Ekko;Assassin;JUNGLE;A;51.66;-4.57;49.31%;64.41%;5.23%;2.68%;2.74
Ekko;Assassin;MID;B;46.62;-2.72;50.19%;32.94%;2.57%;2.68%;2.28
Elise;Mage;JUNGLE;B;44.8;2.18;50.62%;92.05%;2.82%;1.79%;2.77
Evelynn;Assassin;JUNGLE;B;43.94;1.62;48.93%;98.03%;3.17%;4.40%;2.97
Ezreal;Marksman;ADC;God;67.81;-5.43;49.00%;95.31%;15.04%;3.06%;2.44
Fiddlesticks;Mage;JUNGLE;S;57.56;-3.93;51.20%;88.73%;5.30%;7.02%;2.82
Fiora;Fighter;TOP;S;65.49;-4.13;49.85%;97.27%;6.18%;17.18%;1.75
Fizz;Assassin;MID;B;45.96;0.11;48.79%;93.72%;2.95%;3.82%;2.4
Galio;Tank;MID;A;49.98;-3.53;51.43%;74.91%;2.20%;0.37%;2.7
Galio;Tank;SUPPORT;D;34.34;2.17;48.62%;18.34%;0.49%;0.37%;2.22
Gangplank;Fighter;TOP;S;57.96;-7.15;48.26%;77.20%;5.68%;8.41%;2
Gangplank;Fighter;MID;B;41.94;0.21;49.46%;21.63%;1.70%;8.41%;2.2
Garen;Fighter;TOP;S;63.65;-1.61;50.40%;84.11%;6.25%;2.95%;2.04
Gnar;Fighter;TOP;A;48.98;-5.4;47.76%;96.97%;4.40%;1.42%;1.89
Gragas;Fighter;MID;B;46.39;1.54;52.47%;15.36%;0.77%;0.67%;2.57
Gragas;Fighter;TOP;B;46.3;-0.36;48.88%;55.18%;2.89%;0.73%;2.12
Gragas;Fighter;JUNGLE;D;34.94;1.82;49.28%;21.28%;1.00%;0.67%;2.86
Gragas;Fighter;SUPPORT;D;26.23;0;44.55%;10.15%;0.46%;0.73%;2.11
Graves;Marksman;JUNGLE;A;55.56;-1.53;49.61%;87.29%;6.06%;3.63%;2.66
Gwen;Fighter;TOP;B;42.86;-16.44;46.60%;88.74%;3.77%;2.60%;1.69
Hecarim;Fighter;JUNGLE;B;45.57;1.64;49.31%;98.41%;3.48%;1.30%;2.96
Heimerdinger;Mage;MID;B;45.27;-5.77;51.84%;42.00%;1.61%;2.25%;2.05
Heimerdinger;Mage;ADC;B;42.43;7.57;56.38%;14.32%;0.47%;2.25%;2.37
Heimerdinger;Mage;SUPPORT;C;40.42;1.15;52.21%;16.52%;0.60%;2.25%;2
Heimerdinger;Mage;TOP;C;38.38;-2.98;50.43%;24.78%;0.85%;2.25%;1.69
Illaoi;Fighter;TOP;A;50.15;-2.81;50.69%;93.19%;3.65%;6.22%;1.44
Irelia;Fighter;TOP;A;51.21;-7.93;47.51%;53.27%;4.69%;15.88%;1.59
Irelia;Fighter;MID;A;48.18;-3.37;48.50%;44.98%;4.11%;15.88%;1.77
Ivern;Support;SUPPORT;D;31.27;-2.62;46.70%;15.11%;0.19%;0.38%;2.56
Ivern;Support;JUNGLE;D;30.07;-2.74;46.38%;74.05%;1.12%;0.38%;3.06
Janna;Support;SUPPORT;S;61.87;2.92;52.94%;98.32%;5.86%;1.67%;3.26
Jarvan IV;Tank;JUNGLE;A;52.87;0.73;51.87%;85.09%;3.43%;0.32%;3.32
Jax;Fighter;TOP;S;59.99;-0.97;50.34%;83.81%;5.64%;8.01%;1.67
Jax;Fighter;JUNGLE;D;31.57;3.05;49.51%;14.25%;0.97%;7.64%;2.15
Jayce;Fighter;TOP;C;38.65;0.46;48.41%;79.86%;1.83%;0.31%;1.77
Jayce;Fighter;MID;D;33.78;-3.46;48.07%;18.79%;0.43%;0.32%;2.14
Jhin;Marksman;ADC;God;71.45;-2.73;50.57%;97.11%;13.75%;3.29%;3.01
Jinx;Marksman;ADC;A;48.78;-1.13;49.72%;98.11%;8.22%;0.77%;2.25
Kai'Sa;Marksman;ADC;S;58.9;-4.42;49.02%;96.27%;11.98%;1.78%;2.42
Kalista;Marksman;ADC;B;42.6;-6.64;49.23%;92.88%;5.65%;6.46%;2.33
Karma;Mage;SUPPORT;S;58.39;1.05;49.79%;86.39%;7.38%;1.65%;2.77
Karthus;Mage;JUNGLE;C;36.99;0.65;48.25%;55.91%;2.43%;2.73%;2.57
Karthus;Mage;MID;C;36.92;-6.53;49.04%;12.79%;0.57%;2.73%;2.25
Karthus;Mage;ADC;D;35.91;3.97;52.82%;19.64%;0.98%;2.73%;2.28
Kassadin;Assassin;MID;A;51.21;-1.9;50.50%;96.27%;3.18%;8.16%;2.45
Katarina;Assassin;MID;God;70.47;0.52;49.99%;94.40%;8.34%;11.81%;2.35
Kayle;Fighter;TOP;A;49.09;-2.51;50.15%;81.61%;3.39%;1.64%;1.78
Kayle;Fighter;MID;C;40;0.4;50.82%;15.21%;0.63%;1.72%;2.12
Kayn;Fighter;JUNGLE;God;93.48;3.78;51.16%;96.12%;12.68%;17.00%;2.51
Kennen;Mage;TOP;B;46.64;11.16;50.21%;79.88%;2.45%;0.72%;2.03
Kennen;Mage;MID;B;44.8;3.97;52.72%;16.43%;0.44%;0.62%;2.41
Kha'Zix;Assassin;JUNGLE;A;51.65;-4.24;49.65%;97.11%;5.22%;3.24%;2.59
Kindred;Marksman;JUNGLE;A;50.32;1.94;50.95%;93.72%;4.46%;4.31%;2.34
Kled;Fighter;TOP;A;48.52;-0.85;50.66%;87.65%;2.12%;0.96%;2.4
Kog'Maw;Marksman;ADC;C;40.02;-1.06;52.19%;90.75%;3.11%;0.78%;2.24
LeBlanc;Assassin;MID;A;52.57;-3.65;48.15%;93.44%;4.32%;6.18%;2.83
Lee Sin;Fighter;JUNGLE;S;67.42;0.64;45.99%;93.12%;10.70%;5.50%;2.66
Leona;Tank;SUPPORT;A;53.98;4.78;50.22%;98.40%;5.81%;5.77%;2.4
Lillia;Fighter;JUNGLE;A;53.7;6.95;51.07%;69.11%;4.54%;3.82%;2.88
Lillia;Fighter;TOP;B;45.99;1.45;50.78%;27.36%;1.90%;3.82%;2.06
Lissandra;Mage;MID;B;45.12;0.76;49.16%;92.97%;2.61%;0.94%;2.39
Lucian;Marksman;ADC;A;52.43;0.71;50.07%;90.68%;8.87%;3.35%;2.34
Lulu;Support;SUPPORT;God;81.16;4.9;50.25%;96.95%;12.37%;15.31%;3.07
Lux;Mage;SUPPORT;S;63.88;-2;48.96%;59.81%;9.18%;7.94%;2.47
Lux;Mage;MID;S;62.74;3.88;51.60%;36.40%;4.81%;7.94%;2.97
Malphite;Tank;TOP;A;48.59;-2.37;49.60%;69.78%;2.69%;2.35%;2.36
Malphite;Tank;MID;C;37.11;0.17;48.82%;12.59%;0.50%;2.38%;2.41
Malphite;Tank;SUPPORT;D;26.75;1.62;44.79%;14.72%;0.65%;2.32%;1.98
Malzahar;Mage;MID;A;49.65;3.26;51.37%;92.01%;2.70%;3.47%;2.29
Maokai;Tank;SUPPORT;C;39.05;0.8;50.39%;75.08%;1.16%;0.13%;2.12
Maokai;Tank;TOP;D;35.41;-1.35;48.84%;19.31%;0.28%;0.13%;2.14
Master Yi;Assassin;JUNGLE;God;79.49;-7.64;52.23%;92.21%;7.95%;26.68%;2.16
Miss Fortune;Marksman;ADC;S;63.33;0.12;51.03%;88.77%;11.75%;3.91%;2.39
Mordekaiser;Fighter;TOP;God;75.63;1.19;51.20%;79.13%;7.85%;12.25%;1.9
Mordekaiser;Fighter;JUNGLE;B;43.6;2.46;53.27%;13.53%;1.36%;13.22%;2.41
Morgana;Mage;SUPPORT;God;71.39;-0.49;50.46%;85.07%;8.56%;24.42%;2.54
Nami;Support;SUPPORT;S;67.79;-0.1;51.00%;99.49%;9.18%;1.81%;3.26
Nasus;Fighter;TOP;A;50.61;2.07;49.79%;76.54%;3.72%;3.20%;1.87
Nasus;Fighter;MID;C;35.94;-9;49.10%;12.45%;0.35%;3.20%;2.2
Nautilus;Tank;SUPPORT;S;59.32;-1.81;48.73%;97.63%;8.17%;11.63%;2.27
Neeko;Mage;MID;A;50.58;-1.26;52.85%;55.79%;2.04%;0.77%;2.38
Neeko;Mage;TOP;C;37.99;1.61;50.71%;12.02%;0.31%;0.77%;1.91
Neeko;Mage;SUPPORT;C;37.48;0.16;50.12%;23.67%;0.80%;0.77%;2.1
Nidalee;Assassin;JUNGLE;C;39.53;-1.68;46.85%;89.31%;3.46%;2.04%;2.84
Nilah;Marksman;ADC;A;49.93;-12.78;51.84%;92.86%;5.75%;19.58%;2.22
Nocturne;Assassin;JUNGLE;C;40.63;-0.61;49.46%;88.48%;2.66%;1.56%;2.61
Nunu;Tank;JUNGLE;A;49.77;3.22;50.88%;87.51%;3.60%;1.34%;3
Olaf;Fighter;TOP;A;53.8;0.29;52.29%;73.13%;3.36%;3.16%;1.81
Olaf;Fighter;JUNGLE;C;36.13;3.67;50.61%;24.27%;1.16%;3.16%;2.41
Orianna;Mage;MID;B;44.75;-4.27;48.60%;91.69%;2.33%;0.20%;2.71
Ornn;Tank;TOP;S;62.57;0.3;50.54%;92.58%;5.57%;0.92%;2.37
Pantheon;Fighter;JUNGLE;B;46.33;1.55;48.83%;46.65%;4.38%;2.48%;2.61
Pantheon;Fighter;MID;B;44.45;-2.08;51.07%;13.92%;1.41%;2.48%;2.31
Pantheon;Fighter;TOP;C;41.44;-3.34;49.40%;15.50%;1.58%;2.48%;2.03
Pantheon;Fighter;SUPPORT;C;39.06;1.91;48.76%;22.76%;2.37%;2.48%;1.98
Poppy;Tank;JUNGLE;B;47.66;-2.83;49.65%;69.98%;3.81%;4.78%;2.84
Poppy;Tank;TOP;B;43.43;2.21;50.76%;22.82%;1.24%;4.78%;2.1
Pyke;Support;SUPPORT;God;68.04;-2.55;49.44%;94.43%;9.51%;19.42%;2.3
Qiyana;Assassin;MID;B;42.49;-12.54;47.75%;68.61%;3.02%;3.67%;2.11
Qiyana;Assassin;JUNGLE;D;30.22;-6.55;47.78%;26.60%;1.14%;3.67%;2.48
Quinn;Marksman;TOP;B;45.41;-0.91;51.52%;81.76%;1.62%;0.83%;1.95
Rakan;Support;SUPPORT;A;50.1;0.19;49.78%;98.54%;4.38%;0.28%;2.89
Rammus;Tank;JUNGLE;A;50.13;1.84;51.18%;93.90%;3.42%;6.49%;2.94
Rek'Sai;Fighter;JUNGLE;B;44.63;0.31;50.65%;96.91%;2.97%;3.90%;2.56
Rell;Tank;SUPPORT;C;37.75;0.03;48.49%;96.46%;1.64%;0.31%;2.33
Renata Glasc;Support;SUPPORT;S;59.76;-3.52;51.16%;99.15%;6.53%;6.92%;2.76
Renekton;Fighter;TOP;S;57.74;4.73;49.70%;85.67%;5.47%;3.10%;1.85
Renekton;Fighter;MID;B;42.84;-1.83;51.92%;12.89%;0.83%;3.10%;2.09
Rengar;Assassin;JUNGLE;B;43.05;-2.89;48.81%;79.23%;3.76%;6.85%;2.33
Rengar;Assassin;TOP;C;41.08;3.66;50.78%;17.82%;0.94%;5.50%;1.92
Riven;Fighter;TOP;A;52.76;-0.94;49.15%;89.72%;4.55%;2.36%;1.9
Rumble;Fighter;MID;B;46.12;0.72;52.19%;33.29%;0.84%;0.60%;2.58
Rumble;Fighter;TOP;C;39.89;1.71;49.09%;53.72%;1.26%;0.60%;2.12
Ryze;Mage;MID;D;34.4;0.54;46.27%;81.05%;1.71%;0.13%;2.1
Ryze;Mage;TOP;D;24.22;-3.11;44.60%;15.71%;0.33%;0.14%;1.72
Samira;Marksman;ADC;God;70.29;-0.03;51.80%;97.45%;11.36%;21.13%;2.34
Sejuani;Tank;TOP;A;53.21;-0.24;52.05%;50.00%;2.38%;0.63%;2.52
Sejuani;Tank;JUNGLE;A;48.04;5.06;52.01%;44.46%;2.11%;0.63%;3.33
Senna;Marksman;SUPPORT;S;62.03;-1.88;50.57%;93.17%;8.03%;6.40%;2.56
Seraphine;Mage;SUPPORT;A;51.86;-2.85;49.56%;60.20%;5.41%;4.62%;2.53
Seraphine;Mage;ADC;B;45.21;-0.93;53.72%;26.04%;2.18%;4.62%;2.9
Seraphine;Mage;MID;C;39.25;-7.13;47.93%;13.35%;1.10%;4.62%;2.72
Sett;Fighter;TOP;S;61.32;1.6;49.38%;81.32%;6.49%;4.47%;1.73
Shaco;Assassin;JUNGLE;S;57.93;2.31;49.38%;81.17%;5.77%;14.08%;2.79
Shaco;Assassin;SUPPORT;D;35.82;-0.73;48.06%;13.20%;0.96%;14.08%;2.4
Shen;Tank;TOP;S;67.06;2.08;52.04%;89.02%;4.92%;1.24%;3.03
Shyvana;Fighter;JUNGLE;A;51.01;-1.77;52.74%;55.73%;2.96%;2.24%;2.93
Shyvana;Fighter;TOP;A;49.43;-1.72;51.57%;41.89%;2.05%;2.24%;2.27
Singed;Tank;TOP;A;51.81;11.98;52.64%;76.97%;2.32%;0.78%;2.13
Singed;Tank;MID;A;49.45;5.56;54.13%;12.09%;0.35%;0.61%;2.78
Sion;Tank;TOP;A;48.05;3.74;49.53%;81.17%;3.72%;0.61%;1.63
Sivir;Marksman;ADC;God;93.16;-4.26;52.17%;98.38%;17.29%;20.18%;2.58
Skarner;Fighter;JUNGLE;B;42.63;4.5;52.32%;75.76%;1.00%;0.21%;3.03
Skarner;Fighter;TOP;C;37.66;2.82;49.54%;20.22%;0.24%;0.19%;2.3
Sona;Support;SUPPORT;A;50.91;-3.34;50.76%;96.48%;4.04%;0.42%;2.88
Soraka;Support;SUPPORT;A;55.56;-0.82;50.21%;94.54%;6.07%;3.08%;2.74
Swain;Mage;MID;S;56.2;2.14;53.11%;38.05%;2.93%;5.23%;2.64
Swain;Mage;SUPPORT;A;53.51;5.38;52.97%;43.75%;3.90%;5.23%;2.43
Swain;Mage;ADC;C;39.96;-0.25;53.24%;11.10%;0.72%;5.23%;2.87
Sylas;Mage;MID;God;86.1;4.04;50.31%;86.25%;12.46%;10.48%;2.18
Syndra;Mage;MID;B;42.45;-2.04;47.61%;84.06%;2.90%;0.74%;2.3
Tahm Kench;Support;TOP;B;41.54;-4.84;47.80%;55.33%;1.94%;1.56%;2.35
Tahm Kench;Support;SUPPORT;C;35.97;1.94;48.39%;31.43%;0.96%;1.56%;2.4
Taliyah;Mage;MID;B;46.59;-10.39;49.43%;50.51%;2.94%;5.53%;2.21
Taliyah;Mage;JUNGLE;C;39.16;-7.07;48.85%;41.41%;2.48%;5.53%;2.6
Talon;Assassin;MID;B;45.55;0.76;49.66%;50.63%;2.66%;2.21%;2.22
Talon;Assassin;JUNGLE;D;35.06;-1.15;47.44%;46.75%;2.59%;2.21%;2.45
Taric;Support;SUPPORT;A;55.34;1.04;54.48%;86.29%;3.15%;0.98%;2.88
Teemo;Marksman;TOP;S;57.07;-6.69;49.61%;78.30%;5.08%;8.06%;1.75
Thresh;Support;SUPPORT;S;56.69;7.16;48.74%;97.74%;7.70%;1.80%;2.6
Tristana;Marksman;ADC;B;43.37;-2.95;50.01%;85.15%;5.76%;2.45%;2.29
Tristana;Marksman;MID;B;43.05;4.02;52.26%;11.10%;0.62%;2.45%;2.14
Trundle;Fighter;JUNGLE;S;59.05;3.75;52.75%;78.39%;4.94%;3.66%;2.88
Trundle;Fighter;TOP;B;43.06;4.77;51.85%;18.52%;1.17%;3.66%;1.74
Tryndamere;Fighter;TOP;A;50.26;1.1;50.73%;83.61%;3.21%;5.07%;1.83
Twisted Fate;Mage;MID;C;38.48;3.1;47.68%;88.71%;1.93%;0.13%;2.18
Twitch;Marksman;ADC;S;60.79;2.67;52.08%;87.56%;9.44%;8.93%;2.48
Udyr;Fighter;JUNGLE;D;35.14;-2.58;46.41%;90.48%;3.07%;1.28%;2.55
Urgot;Fighter;TOP;A;51.91;3.32;52.55%;90.38%;2.62%;1.36%;1.96
Varus;Marksman;ADC;C;38.45;0.41;49.68%;84.14%;4.09%;0.29%;2.4
Varus;Marksman;MID;D;33.01;-5.08;47.40%;12.83%;0.59%;0.29%;2.14
Vayne;Marksman;ADC;B;47.48;-3.12;49.15%;76.89%;7.67%;11.03%;2.09
Vayne;Marksman;TOP;C;41.45;2.68;49.68%;20.36%;1.88%;11.03%;1.6
Veigar;Mage;MID;S;58.65;1.56;51.08%;73.62%;5.27%;4.01%;2.3
Veigar;Mage;ADC;D;32.8;-1.91;50.90%;15.28%;0.95%;4.01%;2.42
Vel'Koz;Mage;SUPPORT;B;45.63;2.36;52.00%;61.11%;2.14%;0.67%;2.31
Vel'Koz;Mage;MID;B;43.87;-1.6;50.65%;32.20%;1.06%;0.67%;2.61
Vex;Mage;MID;S;66.65;2.46;52.44%;93.13%;6.15%;7.29%;2.53
Vi;Fighter;JUNGLE;A;53.37;2.63;50.92%;94.37%;5.15%;1.13%;2.53
Viego;Assassin;JUNGLE;S;66.21;-7.06;48.93%;93.69%;9.08%;6.01%;2.47
Viktor;Mage;MID;S;67.78;3.39;51.81%;94.70%;7.12%;5.83%;2.36
Vladimir;Mage;MID;S;61.08;3.66;51.08%;75.77%;5.51%;8.01%;2.42
Vladimir;Mage;TOP;B;45.16;5.94;50.98%;22.19%;1.43%;8.01%;2.14
Volibear;Fighter;JUNGLE;S;57.37;0.8;53.51%;56.34%;4.06%;4.25%;2.89
Volibear;Fighter;TOP;C;41.14;-3.38;47.04%;40.59%;3.05%;4.25%;1.72
Warwick;Fighter;JUNGLE;A;50.58;0.36;50.10%;69.57%;4.98%;4.75%;2.25
Warwick;Fighter;TOP;B;42.74;-2.48;50.45%;28.14%;1.57%;4.75%;1.86
Wukong;Fighter;JUNGLE;A;53.61;-9.88;50.12%;69.84%;4.83%;8.64%;2.79
Wukong;Fighter;TOP;A;47.7;0.86;51.41%;25.84%;1.82%;8.64%;2.11
Xayah;Marksman;ADC;C;36.31;0.68;48.80%;97.36%;4.10%;0.50%;2.34
Xerath;Mage;MID;A;51.82;4.41;50.97%;41.53%;2.07%;2.67%;3.25
Xerath;Mage;SUPPORT;B;46.44;-1.37;50.21%;54.29%;3.03%;2.67%;2.67
Xin Zhao;Fighter;JUNGLE;C;36.46;3.86;49.08%;86.49%;2.30%;0.47%;2.29
Yasuo;Fighter;MID;God;89.31;0.52;49.58%;66.67%;11.86%;24.28%;1.76
Yasuo;Fighter;TOP;C;41.39;-1.65;47.45%;15.47%;2.56%;24.28%;1.46
Yasuo;Fighter;ADC;D;31.86;1.35;48.60%;16.73%;2.68%;24.28%;1.95
Yone;Assassin;MID;God;76.84;-0.34;50.15%;62.46%;9.77%;17.20%;1.93
Yone;Assassin;TOP;S;56.01;-2.26;48.94%;34.38%;4.90%;17.20%;1.65
Yorick;Fighter;TOP;A;50.34;0.76;52.46%;91.93%;2.74%;3.13%;1.62
Yuumi;Support;SUPPORT;God;92.78;-0.63;48.74%;98.58%;11.78%;32.14%;4.29
Zac;Tank;JUNGLE;S;56.01;-0.09;51.34%;77.82%;4.01%;3.74%;3.56
Zac;Tank;TOP;A;48.79;-0.21;52.92%;11.69%;0.56%;3.74%;2.73
Zed;Assassin;MID;God;87.45;14;51.33%;73.20%;9.06%;31.99%;2.35
Zed;Assassin;JUNGLE;B;44.1;8.43;49.26%;22.62%;2.50%;31.99%;2.61
Zeri;Marksman;ADC;B;43.91;4.41;47.11%;89.55%;7.85%;4.54%;2.34
Ziggs;Mage;MID;B;45.45;5.46;51.19%;50.96%;1.35%;0.33%;2.51
Ziggs;Mage;ADC;D;33.62;2.63;50.78%;39.38%;1.10%;0.33%;2.54
Zilean;Support;SUPPORT;A;49.03;2.44;50.13%;83.62%;3.49%;2.21%;3.03
Zilean;Support;MID;A;48.69;-0.74;51.80%;13.87%;0.59%;2.00%;3.34
Zoe;Mage;MID;B;43.55;-6.13;47.58%;91.70%;2.93%;1.22%;2.47
Zyra;Mage;SUPPORT;B;46.68;-0.89;50.68%;90.54%;3.53%;2.20%;2.16
